"","ID","Timepoint","Prediction","Bootstrap","Jackknife"
"1","User #25334","Timepoint 1",0,35,3
"2","User #25334","Timepoint 2",0,35,3
"3","User #25334","Timepoint 3",0,35,3
"4","User #25334","Timepoint 4",0,35,3
"5","User #25334","Timepoint 5",0,35,3
"6","User #25334","Timepoint 6",0,35,3
"7","User #25334","Timepoint 7",0,35,3
"8","User #25334","Timepoint 8",0,35,3
"9","User #25334","Timepoint 9",0,35,3
"10","User #25334","Timepoint 10",0,35,3
"11","User #25334","Timepoint 11",0,35,3
"12","User #25334","Timepoint 12",0,35,3
"13","User #25334","Timepoint 13",0,35,3
"14","User #25334","Timepoint 14",0,35,3
"15","User #25334","Timepoint 15",0,35,3
"16","User #25334","Timepoint 16",0,35,3
"17","User #25334","Timepoint 17",8.18728256225586,35,3
"18","User #25334","Timepoint 18",8.27837538719177,35,3
"19","User #25334","Timepoint 19",8.4709587097168,35,3
"20","User #25334","Timepoint 20",7.83054208755493,35,3
"21","User #25334","Timepoint 21",8.94470167160034,35,3
"22","User #25334","Timepoint 22",7.86174607276917,35,3
"23","User #25334","Timepoint 23",7.29259848594666,35,3
"24","User #25334","Timepoint 24",8.72399711608887,35,3
"25","User #25334","Timepoint 25",8.23846864700317,35,3
"26","User #25334","Timepoint 26",8.57287859916687,35,3
"27","User #25334","Timepoint 27",8.55320501327515,35,3
"28","User #25334","Timepoint 28",8.0506284236908,35,3
"29","User #25334","Timepoint 29",9.18744564056396,35,3
"30","User #25334","Timepoint 30",7.87665176391602,35,3
"31","User #25334","Timepoint 31",7.42888474464417,35,3
"32","User #25334","Timepoint 32",8.91498041152954,35,3
"33","User #25334","Timepoint 33",7.78395938873291,35,3
"34","User #25334","Timepoint 34",7.47702431678772,35,3
"35","User #25334","Timepoint 35",7.76364755630493,35,3
"36","User #25334","Timepoint 36",7.40140700340271,35,3
"37","User #25334","Timepoint 37",8.01154971122742,35,3
"38","User #25334","Timepoint 38",7.35606050491333,35,3
"39","User #25334","Timepoint 39",6.8126757144928,35,3
"40","User #25334","Timepoint 40",7.84353399276733,35,3
"41","User #25334","Timepoint 41",7.6994686126709,35,3
"42","User #25334","Timepoint 42",7.41845202445984,35,3
"43","User #25334","Timepoint 43",7.65252447128296,35,3
"44","User #25334","Timepoint 44",7.28963351249695,35,3
"45","User #25334","Timepoint 45",7.9295015335083,35,3
"46","User #25334","Timepoint 46",7.34351897239685,35,3
"47","User #25334","Timepoint 47",6.71987390518188,35,3
"48","User #25334","Timepoint 48",7.70171356201172,35,3
"49","User #25334","Timepoint 49",8.02414929866791,35,3
"50","User #25334","Timepoint 50",7.92803537845612,35,3
"51","User #25334","Timepoint 51",8.03069281578064,35,3
"52","User #25334","Timepoint 52",7.87073749303818,35,3
"53","User #25334","Timepoint 53",8.13929626345634,35,3
"54","User #25334","Timepoint 54",7.90713623166084,35,3
"55","User #25334","Timepoint 55",7.66180735826492,35,3
"56","User #25334","Timepoint 56",8.05709630250931,35,3
"57","User #25334","Timepoint 57",8.00480753183365,35,3
"58","User #25334","Timepoint 58",7.86059793829918,35,3
"59","User #25334","Timepoint 59",7.97407925128937,35,3
"60","User #25334","Timepoint 60",7.84135299921036,35,3
"61","User #25334","Timepoint 61",8.04922419786453,35,3
"62","User #25334","Timepoint 62",7.85489591956139,35,3
"63","User #25334","Timepoint 63",7.62906259298325,35,3
"64","User #25334","Timepoint 64",7.97700786590576,35,3
"65","User #25389","Timepoint 1",0,35,3
"66","User #25389","Timepoint 2",0,35,3
"67","User #25389","Timepoint 3",0,35,3
"68","User #25389","Timepoint 4",0,35,3
"69","User #25389","Timepoint 5",0,35,3
"70","User #25389","Timepoint 6",0,35,3
"71","User #25389","Timepoint 7",0,35,3
"72","User #25389","Timepoint 8",0,35,3
"73","User #25389","Timepoint 9",0,35,3
"74","User #25389","Timepoint 10",0,35,3
"75","User #25389","Timepoint 11",0,35,3
"76","User #25389","Timepoint 12",0,35,3
"77","User #25389","Timepoint 13",0,35,3
"78","User #25389","Timepoint 14",0,35,3
