"","ID","Timepoint","Prediction","Bootstrap","Jackknife"
"1","User #25349","Timepoint 1",0,14,56
"2","User #25349","Timepoint 2",0,14,56
"3","User #25349","Timepoint 3",0,14,56
"4","User #25349","Timepoint 4",0,14,56
"5","User #25349","Timepoint 5",0,14,56
"6","User #25349","Timepoint 6",0,14,56
"7","User #25349","Timepoint 7",0,14,56
"8","User #25349","Timepoint 8",0,14,56
"9","User #25349","Timepoint 9",0,14,56
"10","User #25349","Timepoint 10",0,14,56
"11","User #25349","Timepoint 11",0,14,56
"12","User #25349","Timepoint 12",0,14,56
"13","User #25349","Timepoint 13",0,14,56
"14","User #25349","Timepoint 14",0,14,56
"15","User #25349","Timepoint 15",0,14,56
"16","User #25349","Timepoint 16",0,14,56
"17","User #25349","Timepoint 17",NA,14,56
"18","User #25349","Timepoint 18",NA,14,56
"19","User #25349","Timepoint 19",NA,14,56
"20","User #25349","Timepoint 20",NA,14,56
"21","User #25349","Timepoint 21",NA,14,56
"22","User #25349","Timepoint 22",NA,14,56
"23","User #25349","Timepoint 23",NA,14,56
"24","User #25349","Timepoint 24",NA,14,56
"25","User #25349","Timepoint 25",NA,14,56
"26","User #25349","Timepoint 26",NA,14,56
"27","User #25349","Timepoint 27",NA,14,56
"28","User #25349","Timepoint 28",NA,14,56
"29","User #25349","Timepoint 29",NA,14,56
"30","User #25349","Timepoint 30",NA,14,56
"31","User #25349","Timepoint 31",NA,14,56
"32","User #25349","Timepoint 32",NA,14,56
"33","User #25349","Timepoint 33",NA,14,56
"34","User #25349","Timepoint 34",NA,14,56
"35","User #25349","Timepoint 35",NA,14,56
"36","User #25349","Timepoint 36",NA,14,56
"37","User #25349","Timepoint 37",NA,14,56
"38","User #25349","Timepoint 38",NA,14,56
"39","User #25349","Timepoint 39",NA,14,56
"40","User #25349","Timepoint 40",NA,14,56
"41","User #25349","Timepoint 41",NA,14,56
"42","User #25349","Timepoint 42",NA,14,56
"43","User #25349","Timepoint 43",NA,14,56
"44","User #25349","Timepoint 44",NA,14,56
"45","User #25349","Timepoint 45",NA,14,56
"46","User #25349","Timepoint 46",NA,14,56
"47","User #25349","Timepoint 47",NA,14,56
"48","User #25349","Timepoint 48",NA,14,56
"49","User #25349","Timepoint 49",NA,14,56
"50","User #25349","Timepoint 50",NA,14,56
"51","User #25349","Timepoint 51",NA,14,56
"52","User #25349","Timepoint 52",NA,14,56
"53","User #25349","Timepoint 53",NA,14,56
"54","User #25349","Timepoint 54",NA,14,56
"55","User #25349","Timepoint 55",NA,14,56
"56","User #25349","Timepoint 56",NA,14,56
"57","User #25349","Timepoint 57",NA,14,56
"58","User #25349","Timepoint 58",NA,14,56
"59","User #25349","Timepoint 59",NA,14,56
"60","User #25349","Timepoint 60",NA,14,56
"61","User #25349","Timepoint 61",NA,14,56
"62","User #25349","Timepoint 62",NA,14,56
"63","User #25349","Timepoint 63",NA,14,56
"64","User #25349","Timepoint 64",NA,14,56
"65","User #25328","Timepoint 1",0,14,56
"66","User #25328","Timepoint 2",0,14,56
"67","User #25328","Timepoint 3",0,14,56
"68","User #25328","Timepoint 4",0,14,56
"69","User #25328","Timepoint 5",0,14,56
"70","User #25328","Timepoint 6",0,14,56
"71","User #25328","Timepoint 7",0,14,56
"72","User #25328","Timepoint 8",0,14,56
"73","User #25328","Timepoint 9",0,14,56
"74","User #25328","Timepoint 10",0,14,56
"75","User #25328","Timepoint 11",0,14,56
"76","User #25328","Timepoint 12",0,14,56
"77","User #25328","Timepoint 13",0,14,56
"78","User #25328","Timepoint 14",0,14,56
"79","User #25328","Timepoint 15",0,14,56
"80","User #25328","Timepoint 16",0,14,56
"81","User #25328","Timepoint 17",NA,14,56
"82","User #25328","Timepoint 18",NA,14,56
"83","User #25328","Timepoint 19",NA,14,56
"84","User #25328","Timepoint 20",NA,14,56
"85","User #25328","Timepoint 21",NA,14,56
"86","User #25328","Timepoint 22",NA,14,56
"87","User #25328","Timepoint 23",NA,14,56
"88","User #25328","Timepoint 24",NA,14,56
"89","User #25328","Timepoint 25",NA,14,56
"90","User #25328","Timepoint 26",NA,14,56
"91","User #25328","Timepoint 27",NA,14,56
"92","User #25328","Timepoint 28",NA,14,56
"93","User #25328","Timepoint 29",NA,14,56
"94","User #25328","Timepoint 30",NA,14,56
"95","User #25328","Timepoint 31",NA,14,56
"96","User #25328","Timepoint 32",NA,14,56
"97","User #25328","Timepoint 33",NA,14,56
"98","User #25328","Timepoint 34",NA,14,56
"99","User #25328","Timepoint 35",NA,14,56
"100","User #25328","Timepoint 36",NA,14,56
"101","User #25328","Timepoint 37",NA,14,56
"102","User #25328","Timepoint 38",NA,14,56
"103","User #25328","Timepoint 39",NA,14,56
"104","User #25328","Timepoint 40",NA,14,56
"105","User #25328","Timepoint 41",NA,14,56
"106","User #25328","Timepoint 42",NA,14,56
"107","User #25328","Timepoint 43",NA,14,56
"108","User #25328","Timepoint 44",NA,14,56
"109","User #25328","Timepoint 45",NA,14,56
"110","User #25328","Timepoint 46",NA,14,56
"111","User #25328","Timepoint 47",NA,14,56
"112","User #25328","Timepoint 48",NA,14,56
"113","User #25328","Timepoint 49",NA,14,56
"114","User #25328","Timepoint 50",NA,14,56
"115","User #25328","Timepoint 51",NA,14,56
"116","User #25328","Timepoint 52",NA,14,56
