"","ID","Timepoint","Prediction","Bootstrap","Jackknife"
"1","User #25344","Timepoint 1",0,43,35
"2","User #25344","Timepoint 2",0,43,35
"3","User #25344","Timepoint 3",0,43,35
"4","User #25344","Timepoint 4",0,43,35
"5","User #25344","Timepoint 5",0,43,35
"6","User #25344","Timepoint 6",0,43,35
"7","User #25344","Timepoint 7",0,43,35
"8","User #25344","Timepoint 8",0,43,35
"9","User #25344","Timepoint 9",0,43,35
"10","User #25344","Timepoint 10",0,43,35
"11","User #25344","Timepoint 11",0,43,35
"12","User #25344","Timepoint 12",0,43,35
"13","User #25344","Timepoint 13",0,43,35
"14","User #25344","Timepoint 14",0,43,35
"15","User #25344","Timepoint 15",0,43,35
"16","User #25344","Timepoint 16",0,43,35
"17","User #25344","Timepoint 17",NA,43,35
"18","User #25344","Timepoint 18",NA,43,35
"19","User #25344","Timepoint 19",NA,43,35
"20","User #25344","Timepoint 20",NA,43,35
"21","User #25344","Timepoint 21",NA,43,35
"22","User #25344","Timepoint 22",NA,43,35
"23","User #25344","Timepoint 23",NA,43,35
"24","User #25344","Timepoint 24",NA,43,35
"25","User #25344","Timepoint 25",NA,43,35
"26","User #25344","Timepoint 26",NA,43,35
"27","User #25344","Timepoint 27",NA,43,35
"28","User #25344","Timepoint 28",NA,43,35
"29","User #25344","Timepoint 29",NA,43,35
"30","User #25344","Timepoint 30",NA,43,35
"31","User #25344","Timepoint 31",NA,43,35
"32","User #25344","Timepoint 32",NA,43,35
"33","User #25344","Timepoint 33",12.9740760922432,43,35
"34","User #25344","Timepoint 34",11.9580850601196,43,35
"35","User #25344","Timepoint 35",11.4312536716461,43,35
"36","User #25344","Timepoint 36",11.5937443375587,43,35
"37","User #25344","Timepoint 37",13.9592403769493,43,35
"38","User #25344","Timepoint 38",13.4819598197937,43,35
"39","User #25344","Timepoint 39",11.4027882516384,43,35
"40","User #25344","Timepoint 40",11.7006777524948,43,35
"41","User #25344","Timepoint 41",10.7203633189201,43,35
"42","User #25344","Timepoint 42",11.4329226315022,43,35
"43","User #25344","Timepoint 43",10.6557698845863,43,35
"44","User #25344","Timepoint 44",10.4694954752922,43,35
"45","User #25344","Timepoint 45",11.9666478633881,43,35
"46","User #25344","Timepoint 46",11.3411865532398,43,35
"47","User #25344","Timepoint 47",10.2586577534676,43,35
"48","User #25344","Timepoint 48",10.0212789475918,43,35
"49","User #25344","Timepoint 49",9.66215458512306,43,35
"50","User #25344","Timepoint 50",10.6445205509663,43,35
"51","User #25344","Timepoint 51",9.83766222000122,43,35
"52","User #25344","Timepoint 52",9.61299911141396,43,35
"53","User #25344","Timepoint 53",10.7603622972965,43,35
"54","User #25344","Timepoint 54",10.1577773094177,43,35
"55","User #25344","Timepoint 55",9.3951278924942,43,35
"56","User #25344","Timepoint 56",9.22373250126839,43,35
"57","User #25344","Timepoint 57",9.76923552155495,43,35
"58","User #25344","Timepoint 58",10.7205193638802,43,35
"59","User #25344","Timepoint 59",9.92849153280258,43,35
"60","User #25344","Timepoint 60",9.62316662073135,43,35
"61","User #25344","Timepoint 61",10.9143537580967,43,35
"62","User #25344","Timepoint 62",10.3407416641712,43,35
"63","User #25344","Timepoint 63",9.46846476197243,43,35
"64","User #25344","Timepoint 64",9.28115049004555,43,35
"65","User #25301","Timepoint 1",0,43,35
"66","User #25301","Timepoint 2",0,43,35
"67","User #25301","Timepoint 3",0,43,35
"68","User #25301","Timepoint 4",0,43,35
"69","User #25301","Timepoint 5",0,43,35
"70","User #25301","Timepoint 6",0,43,35
"71","User #25301","Timepoint 7",0,43,35
"72","User #25301","Timepoint 8",0,43,35
"73","User #25301","Timepoint 9",0,43,35
"74","User #25301","Timepoint 10",0,43,35
"75","User #25301","Timepoint 11",0,43,35
"76","User #25301","Timepoint 12",0,43,35
"77","User #25301","Timepoint 13",0,43,35
"78","User #25301","Timepoint 14",0,43,35
"79","User #25301","Timepoint 15",0,43,35
"80","User #25301","Timepoint 16",0,43,35
"81","User #25301","Timepoint 17",NA,43,35
"82","User #25301","Timepoint 18",NA,43,35
"83","User #25301","Timepoint 19",NA,43,35
"84","User #25301","Timepoint 20",NA,43,35
"85","User #25301","Timepoint 21",NA,43,35
"86","User #25301","Timepoint 22",NA,43,35
"87","User #25301","Timepoint 23",NA,43,35
"88","User #25301","Timepoint 24",NA,43,35
"89","User #25301","Timepoint 25",NA,43,35
"90","User #25301","Timepoint 26",NA,43,35
"91","User #25301","Timepoint 27",NA,43,35
"92","User #25301","Timepoint 28",NA,43,35
"93","User #25301","Timepoint 29",NA,43,35
"94","User #25301","Timepoint 30",NA,43,35
"95","User #25301","Timepoint 31",NA,43,35
"96","User #25301","Timepoint 32",NA,43,35
"97","User #25301","Timepoint 33",2.20800232887268,43,35
"98","User #25301","Timepoint 34",4.41023707389832,43,35
"99","User #25301","Timepoint 35",-1.40016460418701,43,35
"100","User #25301","Timepoint 36",-2.18059349060059,43,35
"101","User #25301","Timepoint 37",-3.25279331207275,43,35
"102","User #25301","Timepoint 38",-11.9890117645264,43,35
"103","User #25301","Timepoint 39",0.179440021514893,43,35
"104","User #25301","Timepoint 40",4.72326612472534,43,35
"105","User #25301","Timepoint 41",6.97604048252106,43,35
"106","User #25301","Timepoint 42",6.79769814014435,43,35
"107","User #25301","Timepoint 43",4.70673251152039,43,35
"108","User #25301","Timepoint 44",3.66985630989075,43,35
"109","User #25301","Timepoint 45",3.16589832305908,43,35
"110","User #25301","Timepoint 46",-1.57538986206055,43,35
"111","User #25301","Timepoint 47",5.50387582182884,43,35
"112","User #25301","Timepoint 48",6.76118087768555,43,35
"113","User #25301","Timepoint 49",6.84400856494904,43,35
"114","User #25301","Timepoint 50",7.24838435649872,43,35
"115","User #25301","Timepoint 51",5.58886355161667,43,35
"116","User #25301","Timepoint 52",4.14219963550568,43,35
"117","User #25301","Timepoint 53",4.53243982791901,43,35
"118","User #25301","Timepoint 54",1.65120220184326,43,35
"119","User #25301","Timepoint 55",6.20576114952564,43,35
"120","User #25301","Timepoint 56",7.23120188713074,43,35
"121","User #25301","Timepoint 57",6.53115880489349,43,35
"122","User #25301","Timepoint 58",8.97866463661194,43,35
"123","User #25301","Timepoint 59",3.68526697158813,43,35
"124","User #25301","Timepoint 60",4.33692300319672,43,35
"125","User #25301","Timepoint 61",2.49001741409302,43,35
"126","User #25301","Timepoint 62",-2.02426242828369,43,35
"127","User #25301","Timepoint 63",5.95911863446236,43,35
"128","User #25301","Timepoint 64",7.75495457649231,43,35
"129","User #25385","Timepoint 1",0,43,35
"130","User #25385","Timepoint 2",0,43,35
"131","User #25385","Timepoint 3",0,43,35
"132","User #25385","Timepoint 4",0,43,35
"133","User #25385","Timepoint 5",0,43,35
"134","User #25385","Timepoint 6",0,43,35
"135","User #25385","Timepoint 7",0,43,35
"136","User #25385","Timepoint 8",0,43,35
"137","User #25385","Timepoint 9",0,43,35
"138","User #25385","Timepoint 10",0,43,35
"139","User #25385","Timepoint 11",0,43,35
"140","User #25385","Timepoint 12",0,43,35
"141","User #25385","Timepoint 13",0,43,35
"142","User #25385","Timepoint 14",0,43,35
"143","User #25385","Timepoint 15",0,43,35
"144","User #25385","Timepoint 16",0,43,35
"145","User #25385","Timepoint 17",NA,43,35
"146","User #25385","Timepoint 18",NA,43,35
"147","User #25385","Timepoint 19",NA,43,35
"148","User #25385","Timepoint 20",NA,43,35
"149","User #25385","Timepoint 21",NA,43,35
"150","User #25385","Timepoint 22",NA,43,35
"151","User #25385","Timepoint 23",NA,43,35
"152","User #25385","Timepoint 24",NA,43,35
"153","User #25385","Timepoint 25",NA,43,35
"154","User #25385","Timepoint 26",NA,43,35
"155","User #25385","Timepoint 27",NA,43,35
"156","User #25385","Timepoint 28",NA,43,35
"157","User #25385","Timepoint 29",NA,43,35
"158","User #25385","Timepoint 30",NA,43,35
"159","User #25385","Timepoint 31",NA,43,35
"160","User #25385","Timepoint 32",NA,43,35
"161","User #25385","Timepoint 33",8.68190795183182,43,35
"162","User #25385","Timepoint 34",9.44887202978134,43,35
"163","User #25385","Timepoint 35",8.92495703697205,43,35
"164","User #25385","Timepoint 36",8.78587520122528,43,35
"165","User #25385","Timepoint 37",9.35351377725601,43,35
"166","User #25385","Timepoint 38",8.99406415224075,43,35
"167","User #25385","Timepoint 39",8.6940626502037,43,35
"168","User #25385","Timepoint 40",8.56623589992523,43,35
"169","User #25385","Timepoint 41",8.72470098733902,43,35
"170","User #25385","Timepoint 42",9.48505538702011,43,35
"171","User #25385","Timepoint 43",8.96048486232758,43,35
"172","User #25385","Timepoint 44",8.82362246513367,43,35
"173","User #25385","Timepoint 45",9.40035301446915,43,35
"174","User #25385","Timepoint 46",9.05898004770279,43,35
"175","User #25385","Timepoint 47",8.72235459089279,43,35
"176","User #25385","Timepoint 48",8.59270215034485,43,35
"177","User #25385","Timepoint 49",9.24393916130066,43,35
"178","User #25385","Timepoint 50",10.1862282752991,43,35
"179","User #25385","Timepoint 51",9.5439977645874,43,35
"180","User #25385","Timepoint 52",9.29302287101746,43,35
"181","User #25385","Timepoint 53",10.0919654369354,43,35
"182","User #25385","Timepoint 54",9.64841270446777,43,35
"183","User #25385","Timepoint 55",9.19715523719788,43,35
"184","User #25385","Timepoint 56",9.00775742530823,43,35
"185","User #25385","Timepoint 57",9.48621726036072,43,35
"186","User #25385","Timepoint 58",10.7466797828674,43,35
"187","User #25385","Timepoint 59",9.97491836547852,43,35
"188","User #25385","Timepoint 60",9.79814529418945,43,35
"189","User #25385","Timepoint 61",10.5228869915009,43,35
"190","User #25385","Timepoint 62",10.4882016181946,43,35
"191","User #25385","Timepoint 63",9.51906681060791,43,35
"192","User #25385","Timepoint 64",9.41190099716187,43,35
"193","User #25393","Timepoint 1",0,43,35
"194","User #25393","Timepoint 2",0,43,35
"195","User #25393","Timepoint 3",0,43,35
"196","User #25393","Timepoint 4",0,43,35
"197","User #25393","Timepoint 5",0,43,35
"198","User #25393","Timepoint 6",0,43,35
"199","User #25393","Timepoint 7",0,43,35
"200","User #25393","Timepoint 8",0,43,35
"201","User #25393","Timepoint 9",0,43,35
"202","User #25393","Timepoint 10",0,43,35
"203","User #25393","Timepoint 11",0,43,35
"204","User #25393","Timepoint 12",0,43,35
"205","User #25393","Timepoint 13",0,43,35
"206","User #25393","Timepoint 14",0,43,35
"207","User #25393","Timepoint 15",0,43,35
"208","User #25393","Timepoint 16",0,43,35
"209","User #25393","Timepoint 17",NA,43,35
"210","User #25393","Timepoint 18",NA,43,35
"211","User #25393","Timepoint 19",NA,43,35
"212","User #25393","Timepoint 20",NA,43,35
"213","User #25393","Timepoint 21",NA,43,35
"214","User #25393","Timepoint 22",NA,43,35
"215","User #25393","Timepoint 23",NA,43,35
"216","User #25393","Timepoint 24",NA,43,35
"217","User #25393","Timepoint 25",NA,43,35
"218","User #25393","Timepoint 26",NA,43,35
"219","User #25393","Timepoint 27",NA,43,35
"220","User #25393","Timepoint 28",NA,43,35
"221","User #25393","Timepoint 29",NA,43,35
"222","User #25393","Timepoint 30",NA,43,35
"223","User #25393","Timepoint 31",NA,43,35
"224","User #25393","Timepoint 32",NA,43,35
"225","User #25393","Timepoint 33",8.0409269630909,43,35
"226","User #25393","Timepoint 34",8.48622998595238,43,35
"227","User #25393","Timepoint 35",8.22517514228821,43,35
"228","User #25393","Timepoint 36",8.20347598195076,43,35
"229","User #25393","Timepoint 37",8.51471585035324,43,35
"230","User #25393","Timepoint 38",8.34398448467255,43,35
"231","User #25393","Timepoint 39",8.13776025176048,43,35
"232","User #25393","Timepoint 40",8.02931970357895,43,35
"233","User #25393","Timepoint 41",7.87949508428574,43,35
"234","User #25393","Timepoint 42",8.28121739625931,43,35
"235","User #25393","Timepoint 43",8.00636696815491,43,35
"236","User #25393","Timepoint 44",7.95994383096695,43,35
"237","User #25393","Timepoint 45",8.23641055822372,43,35
"238","User #25393","Timepoint 46",8.06300386786461,43,35
"239","User #25393","Timepoint 47",7.89268931746483,43,35
"240","User #25393","Timepoint 48",7.84552678465843,43,35
"241","User #25393","Timepoint 49",7.8539317548275,43,35
"242","User #25393","Timepoint 50",8.22896867990494,43,35
"243","User #25393","Timepoint 51",7.97646445035934,43,35
"244","User #25393","Timepoint 52",7.89279562234879,43,35
"245","User #25393","Timepoint 53",8.18708348274231,43,35
"246","User #25393","Timepoint 54",8.02754864096642,43,35
"247","User #25393","Timepoint 55",7.85059455037117,43,35
"248","User #25393","Timepoint 56",7.78380763530731,43,35
"249","User #25393","Timepoint 57",8.21527430415154,43,35
"250","User #25393","Timepoint 58",8.39627173542976,43,35
"251","User #25393","Timepoint 59",8.23556351661682,43,35
"252","User #25393","Timepoint 60",8.17876067757607,43,35
"253","User #25393","Timepoint 61",8.59772807359695,43,35
"254","User #25393","Timepoint 62",8.26313957571983,43,35
"255","User #25393","Timepoint 63",8.16690209507942,43,35
"256","User #25393","Timepoint 64",8.00659307837486,43,35
"257","User #25385","Timepoint 1",0,43,35
"258","User #25385","Timepoint 2",0,43,35
"259","User #25385","Timepoint 3",0,43,35
"260","User #25385","Timepoint 4",0,43,35
"261","User #25385","Timepoint 5",0,43,35
"262","User #25385","Timepoint 6",0,43,35
"263","User #25385","Timepoint 7",0,43,35
"264","User #25385","Timepoint 8",0,43,35
"265","User #25385","Timepoint 9",0,43,35
"266","User #25385","Timepoint 10",0,43,35
"267","User #25385","Timepoint 11",0,43,35
"268","User #25385","Timepoint 12",0,43,35
"269","User #25385","Timepoint 13",0,43,35
"270","User #25385","Timepoint 14",0,43,35
"271","User #25385","Timepoint 15",0,43,35
"272","User #25385","Timepoint 16",0,43,35
"273","User #25385","Timepoint 17",NA,43,35
"274","User #25385","Timepoint 18",NA,43,35
"275","User #25385","Timepoint 19",NA,43,35
"276","User #25385","Timepoint 20",NA,43,35
"277","User #25385","Timepoint 21",NA,43,35
"278","User #25385","Timepoint 22",NA,43,35
"279","User #25385","Timepoint 23",NA,43,35
"280","User #25385","Timepoint 24",NA,43,35
"281","User #25385","Timepoint 25",NA,43,35
"282","User #25385","Timepoint 26",NA,43,35
"283","User #25385","Timepoint 27",NA,43,35
"284","User #25385","Timepoint 28",NA,43,35
"285","User #25385","Timepoint 29",NA,43,35
"286","User #25385","Timepoint 30",NA,43,35
"287","User #25385","Timepoint 31",NA,43,35
"288","User #25385","Timepoint 32",NA,43,35
"289","User #25385","Timepoint 33",7.43305206298828,43,35
"290","User #25385","Timepoint 34",8.08575296401978,43,35
"291","User #25385","Timepoint 35",7.77240777015686,43,35
"292","User #25385","Timepoint 36",7.60913383960724,43,35
"293","User #25385","Timepoint 37",8.09557223320007,43,35
"294","User #25385","Timepoint 38",7.71942043304443,43,35
"295","User #25385","Timepoint 39",7.57915055751801,43,35
"296","User #25385","Timepoint 40",7.2754340171814,43,35
"297","User #25385","Timepoint 41",7.34161770343781,43,35
"298","User #25385","Timepoint 42",7.95731008052826,43,35
"299","User #25385","Timepoint 43",7.51431035995483,43,35
"300","User #25385","Timepoint 44",7.4887946844101,43,35
"301","User #25385","Timepoint 45",7.84184920787811,43,35
"302","User #25385","Timepoint 46",7.56120109558105,43,35
"303","User #25385","Timepoint 47",7.38770258426666,43,35
"304","User #25385","Timepoint 48",7.32326114177704,43,35
"305","User #25385","Timepoint 49",7.75638794898987,43,35
"306","User #25385","Timepoint 50",8.93800449371338,43,35
"307","User #25385","Timepoint 51",8.24847841262817,43,35
"308","User #25385","Timepoint 52",8.32756972312927,43,35
"309","User #25385","Timepoint 53",8.5833203792572,43,35
"310","User #25385","Timepoint 54",8.28584623336792,43,35
"311","User #25385","Timepoint 55",8.10664868354797,43,35
"312","User #25385","Timepoint 56",7.93893051147461,43,35
"313","User #25385","Timepoint 57",7.77748596668243,43,35
"314","User #25385","Timepoint 58",8.47059535980225,43,35
"315","User #25385","Timepoint 59",7.96191048622131,43,35
"316","User #25385","Timepoint 60",7.96549093723297,43,35
"317","User #25385","Timepoint 61",8.33497428894043,43,35
"318","User #25385","Timepoint 62",8.02340245246887,43,35
"319","User #25385","Timepoint 63",7.80394196510315,43,35
"320","User #25385","Timepoint 64",7.72947287559509,43,35
"321","User #25381","Timepoint 1",0,43,35
"322","User #25381","Timepoint 2",0,43,35
