"","ID","Timepoint","Prediction","Bootstrap","Jackknife"
"1","User #25375","Timepoint 1",0,54,25
"2","User #25375","Timepoint 2",0,54,25
"3","User #25375","Timepoint 3",0,54,25
"4","User #25375","Timepoint 4",0,54,25
"5","User #25375","Timepoint 5",0,54,25
"6","User #25375","Timepoint 6",0,54,25
"7","User #25375","Timepoint 7",0,54,25
"8","User #25375","Timepoint 8",0,54,25
"9","User #25375","Timepoint 9",0,54,25
"10","User #25375","Timepoint 10",0,54,25
"11","User #25375","Timepoint 11",0,54,25
"12","User #25375","Timepoint 12",0,54,25
"13","User #25375","Timepoint 13",0,54,25
"14","User #25375","Timepoint 14",0,54,25
"15","User #25375","Timepoint 15",0,54,25
"16","User #25375","Timepoint 16",0,54,25
"17","User #25375","Timepoint 17",NA,54,25
"18","User #25375","Timepoint 18",NA,54,25
"19","User #25375","Timepoint 19",NA,54,25
"20","User #25375","Timepoint 20",NA,54,25
"21","User #25375","Timepoint 21",NA,54,25
"22","User #25375","Timepoint 22",NA,54,25
"23","User #25375","Timepoint 23",NA,54,25
"24","User #25375","Timepoint 24",NA,54,25
"25","User #25375","Timepoint 25",13.9625816345215,54,25
"26","User #25375","Timepoint 26",10.1562013626099,54,25
"27","User #25375","Timepoint 27",8.95766758918762,54,25
"28","User #25375","Timepoint 28",13.1537308692932,54,25
"29","User #25375","Timepoint 29",12.3285484313965,54,25
"30","User #25375","Timepoint 30",11.8679785728455,54,25
"31","User #25375","Timepoint 31",5.81442785263062,54,25
"32","User #25375","Timepoint 32",4.33588051795959,54,25
"33","User #25375","Timepoint 33",6.22697019577026,54,25
"34","User #25375","Timepoint 34",1.21328973770142,54,25
"35","User #25375","Timepoint 35",2.52390122413635,54,25
"36","User #25375","Timepoint 36",-0.813161849975586,54,25
"37","User #25375","Timepoint 37",15.2692680358887,54,25
"38","User #25375","Timepoint 38",9.60992336273193,54,25
"39","User #25375","Timepoint 39",7.55337929725647,54,25
"40","User #25375","Timepoint 40",10.6541342735291,54,25
"41","User #25375","Timepoint 41",9.15966391563416,54,25
"42","User #25375","Timepoint 42",5.44703143835068,54,25
"43","User #25375","Timepoint 43",9.57716751098633,54,25
"44","User #25375","Timepoint 44",10.4686241149902,54,25
"45","User #25375","Timepoint 45",10.503643989563,54,25
"46","User #25375","Timepoint 46",14.4365425109863,54,25
"47","User #25375","Timepoint 47",8.87684392929077,54,25
"48","User #25375","Timepoint 48",9.67174410820007,54,25
"49","User #25375","Timepoint 49",8.39973199367523,54,25
"50","User #25375","Timepoint 50",7.1977499127388,54,25
"51","User #25375","Timepoint 51",7.7892279624939,54,25
"52","User #25375","Timepoint 52",7.41767781972885,54,25
"53","User #25375","Timepoint 53",8.94172346591949,54,25
"54","User #25375","Timepoint 54",7.74235886335373,54,25
"55","User #25375","Timepoint 55",8.0179535150528,54,25
"56","User #25375","Timepoint 56",7.05631068348885,54,25
"57","User #25375","Timepoint 57",11.6188058853149,54,25
"58","User #25375","Timepoint 58",9.22959995269775,54,25
"59","User #25375","Timepoint 59",4.21963888406754,54,25
"60","User #25375","Timepoint 60",7.23424735665321,54,25
"61","User #25375","Timepoint 61",15.8265144824982,54,25
"62","User #25375","Timepoint 62",12.0648965835571,54,25
"63","User #25375","Timepoint 63",4.84136635065079,54,25
"64","User #25375","Timepoint 64",5.8763263374567,54,25
"65","User #25391","Timepoint 1",0,54,25
"66","User #25391","Timepoint 2",0,54,25
"67","User #25391","Timepoint 3",0,54,25
"68","User #25391","Timepoint 4",0,54,25
"69","User #25391","Timepoint 5",0,54,25
"70","User #25391","Timepoint 6",0,54,25
"71","User #25391","Timepoint 7",0,54,25
"72","User #25391","Timepoint 8",0,54,25
"73","User #25391","Timepoint 9",0,54,25
"74","User #25391","Timepoint 10",0,54,25
"75","User #25391","Timepoint 11",0,54,25
"76","User #25391","Timepoint 12",0,54,25
"77","User #25391","Timepoint 13",0,54,25
"78","User #25391","Timepoint 14",0,54,25
"79","User #25391","Timepoint 15",0,54,25
"80","User #25391","Timepoint 16",0,54,25
"81","User #25391","Timepoint 17",NA,54,25
"82","User #25391","Timepoint 18",NA,54,25
"83","User #25391","Timepoint 19",NA,54,25
"84","User #25391","Timepoint 20",NA,54,25
"85","User #25391","Timepoint 21",NA,54,25
"86","User #25391","Timepoint 22",NA,54,25
"87","User #25391","Timepoint 23",NA,54,25
"88","User #25391","Timepoint 24",NA,54,25
"89","User #25391","Timepoint 25",11.3614876270294,54,25
"90","User #25391","Timepoint 26",17.0203819274902,54,25
"91","User #25391","Timepoint 27",8.80043378472328,54,25
"92","User #25391","Timepoint 28",11.8098735809326,54,25
"93","User #25391","Timepoint 29",13.7847790718079,54,25
"94","User #25391","Timepoint 30",12.2610940933228,54,25
"95","User #25391","Timepoint 31",6.55932188034058,54,25
"96","User #25391","Timepoint 32",11.5282039642334,54,25
"97","User #25391","Timepoint 33",10.1897723674774,54,25
"98","User #25391","Timepoint 34",7.82452380657196,54,25
"99","User #25391","Timepoint 35",10.6229470968246,54,25
"100","User #25391","Timepoint 36",10.5300924777985,54,25
"101","User #25391","Timepoint 37",11.2368221282959,54,25
"102","User #25391","Timepoint 38",12.0122904777527,54,25
"103","User #25391","Timepoint 39",11.3326969146729,54,25
"104","User #25391","Timepoint 40",8.78694662451744,54,25
"105","User #25391","Timepoint 41",10.2089899778366,54,25
"106","User #25391","Timepoint 42",9.54947835206985,54,25
"107","User #25391","Timepoint 43",10.3914211988449,54,25
"108","User #25391","Timepoint 44",10.1915066242218,54,25
"109","User #25391","Timepoint 45",10.1607344150543,54,25
"110","User #25391","Timepoint 46",8.95155271887779,54,25
"111","User #25391","Timepoint 47",11.0654456615448,54,25
"112","User #25391","Timepoint 48",9.15125438570976,54,25
"113","User #25391","Timepoint 49",10.4847320616245,54,25
"114","User #25391","Timepoint 50",9.7523655295372,54,25
"115","User #25391","Timepoint 51",10.0038569569588,54,25
"116","User #25391","Timepoint 52",10.4787985682487,54,25
"117","User #25391","Timepoint 53",10.2168403565884,54,25
"118","User #25391","Timepoint 54",9.93262740969658,54,25
"119","User #25391","Timepoint 55",10.035745203495,54,25
