"","ID","Timepoint","L2_SE"
"1169","User #25319","Timepoint 24",2.03686997268186
"1170","User #25319","Timepoint 25",1.63495016894458
"1171","User #25319","Timepoint 26",2.05204443475231
"1172","User #25319","Timepoint 27",1.64388980026642
"1173","User #25319","Timepoint 28",1.73343862538994
"1174","User #25319","Timepoint 29",1.48141959698482
"1175","User #25319","Timepoint 3",0
"1176","User #25319","Timepoint 30",1.74053502691708
"1177","User #25319","Timepoint 31",1.6656288296011
"1178","User #25319","Timepoint 32",1.77662939630543
"1179","User #25319","Timepoint 33",1.63967725729372
"1180","User #25319","Timepoint 34",1.67951962736884
"1181","User #25319","Timepoint 35",1.71372374568436
"1182","User #25319","Timepoint 36",1.7909741383119
"1183","User #25319","Timepoint 37",1.58717543629838
"1184","User #25319","Timepoint 38",1.74662169397745
"1185","User #25319","Timepoint 39",1.65357765684138
"1186","User #25319","Timepoint 4",0
"1187","User #25319","Timepoint 40",1.53777547453042
"1188","User #25319","Timepoint 41",1.67694995156
"1189","User #25319","Timepoint 42",1.87219636396356
"1190","User #25319","Timepoint 43",1.63068765472061
"1191","User #25319","Timepoint 44",1.7893794439194
"1192","User #25319","Timepoint 45",1.71155946678432
"1193","User #25319","Timepoint 46",2.02982301308829
"1194","User #25319","Timepoint 47",2.21620212927363
"1195","User #25319","Timepoint 48",1.68238151609545
"1196","User #25319","Timepoint 49",1.57807929747745
"1197","User #25319","Timepoint 5",0
"1198","User #25319","Timepoint 50",1.62343517190986
"1199","User #25319","Timepoint 51",1.49139617172831
"1200","User #25319","Timepoint 52",1.69373515795948
"1201","User #25319","Timepoint 53",1.65571612280598
"1202","User #25319","Timepoint 54",2.04252179573969
"1203","User #25319","Timepoint 55",1.86143547030833
"1204","User #25319","Timepoint 56",1.84848864884025
"1205","User #25319","Timepoint 57",1.63084574099775
"1206","User #25319","Timepoint 58",1.6749577925803
"1207","User #25319","Timepoint 59",1.53410314344343
"1208","User #25319","Timepoint 6",0
"1209","User #25319","Timepoint 60",1.86706348986791
"1210","User #25319","Timepoint 61",1.43042568432201
"1211","User #25319","Timepoint 62",1.93718746803985
"1212","User #25319","Timepoint 63",1.8056092770187
"1213","User #25319","Timepoint 64",1.93262375434297
"1214","User #25319","Timepoint 7",0
"1215","User #25319","Timepoint 8",0
"1216","User #25319","Timepoint 9",0
"1217","User #25320","Timepoint 1",0
"1218","User #25320","Timepoint 10",0
"1219","User #25320","Timepoint 11",0
"1220","User #25320","Timepoint 12",0
"1221","User #25320","Timepoint 13",0
"1222","User #25320","Timepoint 14",0
"1223","User #25320","Timepoint 15",0
"1224","User #25320","Timepoint 16",0
"1225","User #25320","Timepoint 17",2.6140253532385
"1226","User #25320","Timepoint 18",2.40445778999542
"1227","User #25320","Timepoint 19",2.79908964276767
"1228","User #25320","Timepoint 2",0
"1229","User #25320","Timepoint 20",1.86281561457473
"1230","User #25320","Timepoint 21",1.90305132913108
"1231","User #25320","Timepoint 22",1.68878181276899
"1232","User #25320","Timepoint 23",1.61280912180651
"1233","User #25320","Timepoint 24",2.11559410118375
"1234","User #25320","Timepoint 25",1.52097498715572
"1235","User #25320","Timepoint 26",1.68434504526421
"1236","User #25320","Timepoint 27",1.57890065456139
"1237","User #25320","Timepoint 28",1.62436938286944
"1238","User #25320","Timepoint 29",1.57531343609774
"1239","User #25320","Timepoint 3",0
"1240","User #25320","Timepoint 30",1.46084149550708
"1241","User #25320","Timepoint 31",1.88608024891961
"1242","User #25320","Timepoint 32",1.71002997585398
"1243","User #25320","Timepoint 33",1.6627328216427
"1244","User #25320","Timepoint 34",1.69716010281309
"1245","User #25320","Timepoint 35",1.71849030438244
"1246","User #25320","Timepoint 36",1.86898808730258
"1247","User #25320","Timepoint 37",1.75822610963134
"1248","User #25320","Timepoint 38",1.76102411692998
"1249","User #25320","Timepoint 39",1.53874028935186
"1250","User #25320","Timepoint 4",0
"1251","User #25320","Timepoint 40",1.32448400793414
"1252","User #25320","Timepoint 41",1.29940457557474
"1253","User #25320","Timepoint 42",1.49946506156385
"1254","User #25320","Timepoint 43",1.43677042332653
"1255","User #25320","Timepoint 44",1.40611857383783
"1256","User #25320","Timepoint 45",1.45383049258639
"1257","User #25320","Timepoint 46",1.33622309510536
"1258","User #25320","Timepoint 47",1.34952851283148
"1259","User #25320","Timepoint 48",1.28426586088606
"1260","User #25320","Timepoint 49",1.56448536928338
"1261","User #25320","Timepoint 5",0
"1262","User #25320","Timepoint 50",1.6801420535842
"1263","User #25320","Timepoint 51",1.66116852127825
"1264","User #25320","Timepoint 52",1.61274847237194
"1265","User #25320","Timepoint 53",1.88075536032372
"1266","User #25320","Timepoint 54",1.79200970737719
"1267","User #25320","Timepoint 55",2.16341443183101
"1268","User #25320","Timepoint 56",1.92414562705365
"1269","User #25320","Timepoint 57",2.29514675533439
"1270","User #25320","Timepoint 58",1.53587523413582
"1271","User #25320","Timepoint 59",1.58828885118285
"1272","User #25320","Timepoint 6",0
"1273","User #25320","Timepoint 60",1.78141896820635
"1274","User #25320","Timepoint 61",1.59928010788119
"1275","User #25320","Timepoint 62",1.5634002737437
"1276","User #25320","Timepoint 63",1.95643577352269
"1277","User #25320","Timepoint 64",1.59012769248284
"1278","User #25320","Timepoint 7",0
"1279","User #25320","Timepoint 8",0
"1280","User #25320","Timepoint 9",0
"1281","User #25322","Timepoint 1",0
"1282","User #25322","Timepoint 10",0
"1283","User #25322","Timepoint 11",0
"1284","User #25322","Timepoint 12",0
"1285","User #25322","Timepoint 13",0
"1286","User #25322","Timepoint 14",0
"1287","User #25322","Timepoint 15",0
"1288","User #25322","Timepoint 16",0
"1289","User #25322","Timepoint 17",1.46928366786326
"1290","User #25322","Timepoint 18",1.69295383817293
"1291","User #25322","Timepoint 19",1.5084059987638
"1292","User #25322","Timepoint 2",0
"1293","User #25322","Timepoint 20",1.44843835849484
"1294","User #25322","Timepoint 21",2.13867110517468
"1295","User #25322","Timepoint 22",1.50379230585019
"1296","User #25322","Timepoint 23",1.60637867755852
"1297","User #25322","Timepoint 24",2.01681359373075
"1298","User #25322","Timepoint 25",1.463311978309
"1299","User #25322","Timepoint 26",1.80962591430598
"1300","User #25322","Timepoint 27",1.49830709426168
"1301","User #25322","Timepoint 28",1.82822783875794
"1302","User #25322","Timepoint 29",2.52161819825547
"1303","User #25322","Timepoint 3",0
"1304","User #25322","Timepoint 30",2.11742958588967
"1305","User #25322","Timepoint 31",1.62521394277957
"1306","User #25322","Timepoint 32",1.65255595131398
"1307","User #25322","Timepoint 33",2.15205256997293
"1308","User #25322","Timepoint 34",1.75621455383526
"1309","User #25322","Timepoint 35",1.86695778901631
"1310","User #25322","Timepoint 36",1.97820897618261
"1311","User #25322","Timepoint 37",1.96459249058085
"1312","User #25322","Timepoint 38",2.28522726167731
"1313","User #25322","Timepoint 39",1.93151374226302
"1314","User #25322","Timepoint 4",0
"1315","User #25322","Timepoint 40",1.7782153291812
"1316","User #25322","Timepoint 41",1.3237818593715
"1317","User #25322","Timepoint 42",1.61809377163926
"1318","User #25322","Timepoint 43",1.3452152473809
"1319","User #25322","Timepoint 44",1.49412033779176
"1320","User #25322","Timepoint 45",1.43102379036882
"1321","User #25322","Timepoint 46",1.44562972537156
"1322","User #25322","Timepoint 47",1.61018950665627
"1323","User #25322","Timepoint 48",1.46199186601663
"1324","User #25322","Timepoint 49",1.72544394472308
"1325","User #25322","Timepoint 5",0
"1326","User #25322","Timepoint 50",1.7924305391348
"1327","User #25322","Timepoint 51",1.91796458420281
"1328","User #25322","Timepoint 52",1.92559107818168
"1329","User #25322","Timepoint 53",1.80158087230769
"1330","User #25322","Timepoint 54",1.74856865714884
"1331","User #25322","Timepoint 55",2.48901249967926
"1332","User #25322","Timepoint 56",2.22051237234931
"1333","User #25322","Timepoint 57",1.48192790334143
"1334","User #25322","Timepoint 58",1.60050307861384
"1335","User #25322","Timepoint 59",1.47769335787514
"1336","User #25322","Timepoint 6",0
"1337","User #25322","Timepoint 60",1.50111890577866
"1338","User #25322","Timepoint 61",1.62705252255922
"1339","User #25322","Timepoint 62",1.81916952545254
"1340","User #25322","Timepoint 63",2.13508982257562
"1341","User #25322","Timepoint 64",1.97505533025289
"1342","User #25322","Timepoint 7",0
"1343","User #25322","Timepoint 8",0
"1344","User #25322","Timepoint 9",0
"1345","User #25323","Timepoint 1",0
"1346","User #25323","Timepoint 10",0
"1347","User #25323","Timepoint 11",0
"1348","User #25323","Timepoint 12",0
"1349","User #25323","Timepoint 13",0
"1350","User #25323","Timepoint 14",0
"1351","User #25323","Timepoint 15",0
"1352","User #25323","Timepoint 16",0
"1353","User #25323","Timepoint 17",1.29226282473167
"1354","User #25323","Timepoint 18",1.53326718206209
"1355","User #25323","Timepoint 19",1.45383086815265
"1356","User #25323","Timepoint 2",0
"1357","User #25323","Timepoint 20",1.49294604620517
"1358","User #25323","Timepoint 21",1.68797638188714
"1359","User #25323","Timepoint 22",1.5517377717497
"1360","User #25323","Timepoint 23",1.98883436509573
"1361","User #25323","Timepoint 24",1.50864507885359
"1362","User #25323","Timepoint 25",1.50247788209582
"1363","User #25323","Timepoint 26",1.91730225977147
"1364","User #25323","Timepoint 27",1.53583911339066
"1365","User #25323","Timepoint 28",1.62294461163936
"1366","User #25323","Timepoint 29",1.28013601364331
"1367","User #25323","Timepoint 3",0
"1368","User #25323","Timepoint 30",1.42357947709902
"1369","User #25323","Timepoint 31",1.33514780467523
"1370","User #25323","Timepoint 32",1.47359666538152
"1371","User #25323","Timepoint 33",1.55430535971708
"1372","User #25323","Timepoint 34",2.00165543481917
"1373","User #25323","Timepoint 35",1.50170068174422
"1374","User #25323","Timepoint 36",1.73449426162316
"1375","User #25323","Timepoint 37",2.04552433393429
"1376","User #25323","Timepoint 38",2.03488239909213
"1377","User #25323","Timepoint 39",2.54462452082255
"1378","User #25323","Timepoint 4",0
"1379","User #25323","Timepoint 40",1.31316064273392
"1380","User #25323","Timepoint 41",1.58922924369581
"1381","User #25323","Timepoint 42",1.39857355630703
"1382","User #25323","Timepoint 43",1.21799475807331
"1383","User #25323","Timepoint 44",1.38021748942402
"1384","User #25323","Timepoint 45",1.21227328536134
"1385","User #25323","Timepoint 46",1.5905112968383
"1386","User #25323","Timepoint 47",1.54634248275908
"1387","User #25323","Timepoint 48",1.40956135794109
"1388","User #25323","Timepoint 49",1.44379893382643
"1389","User #25323","Timepoint 5",0
"1390","User #25323","Timepoint 50",1.33796876043002
"1391","User #25323","Timepoint 51",1.42825813134189
"1392","User #25323","Timepoint 52",1.44961944857167
"1393","User #25323","Timepoint 53",1.3407130674234
"1394","User #25323","Timepoint 54",2.39485642263181
"1395","User #25323","Timepoint 55",2.28896097520693
"1396","User #25323","Timepoint 56",1.67685269954473
"1397","User #25323","Timepoint 57",1.71514795931803
"1398","User #25323","Timepoint 58",1.42745940395182
"1399","User #25323","Timepoint 59",1.59262265389348
"1400","User #25323","Timepoint 6",0
"1401","User #25323","Timepoint 60",1.56479603712231
"1402","User #25323","Timepoint 61",1.33097141208078
"1403","User #25323","Timepoint 62",1.79161771211352
"1404","User #25323","Timepoint 63",2.59702899486462
"1405","User #25323","Timepoint 64",1.53732530138894
"1406","User #25323","Timepoint 7",0
"1407","User #25323","Timepoint 8",0
"1408","User #25323","Timepoint 9",0
"1409","User #25324","Timepoint 1",0
"1410","User #25324","Timepoint 10",0
"1411","User #25324","Timepoint 11",0
"1412","User #25324","Timepoint 12",0
"1413","User #25324","Timepoint 13",0
"1414","User #25324","Timepoint 14",0
"1415","User #25324","Timepoint 15",0
"1416","User #25324","Timepoint 16",0
"1417","User #25324","Timepoint 17",1.19288469318747
"1418","User #25324","Timepoint 18",1.24759089154323
"1419","User #25324","Timepoint 19",1.33107749648064
"1420","User #25324","Timepoint 2",0
"1421","User #25324","Timepoint 20",1.26609895069586
"1422","User #25324","Timepoint 21",1.4411161168322
"1423","User #25324","Timepoint 22",1.21802350683702
"1424","User #25324","Timepoint 23",1.26629423729268
"1425","User #25324","Timepoint 24",1.12774978026217
"1426","User #25324","Timepoint 25",1.29546560260755
"1427","User #25324","Timepoint 26",1.62269551007363
"1428","User #25324","Timepoint 27",1.16241445544291
"1429","User #25324","Timepoint 28",1.30221042691594
"1430","User #25324","Timepoint 29",1.35292021916643
"1431","User #25324","Timepoint 3",0
"1432","User #25324","Timepoint 30",1.4136869572493
"1433","User #25324","Timepoint 31",2.1935769014729
"1434","User #25324","Timepoint 32",1.86867383435926
"1435","User #25324","Timepoint 33",1.42757851802187
"1436","User #25324","Timepoint 34",1.47105611891377
"1437","User #25324","Timepoint 35",1.43863328677461
"1438","User #25324","Timepoint 36",1.58256492085732
"1439","User #25324","Timepoint 37",1.16939996819804
"1440","User #25324","Timepoint 38",1.80471345913724
"1441","User #25324","Timepoint 39",1.81271205708274
"1442","User #25324","Timepoint 4",0
"1443","User #25324","Timepoint 40",1.81160813330827
"1444","User #25324","Timepoint 41",1.22768828776265
"1445","User #25324","Timepoint 42",1.1680614509962
"1446","User #25324","Timepoint 43",1.19623502384226
"1447","User #25324","Timepoint 44",1.05578766417755
"1448","User #25324","Timepoint 45",1.05587267828562
"1449","User #25324","Timepoint 46",1.14390828574317
"1450","User #25324","Timepoint 47",1.44074071168473
"1451","User #25324","Timepoint 48",1.1692036294886
"1452","User #25324","Timepoint 49",1.25051856922484
"1453","User #25324","Timepoint 5",0
"1454","User #25324","Timepoint 50",1.15539090889294
"1455","User #25324","Timepoint 51",1.18170177222951
"1456","User #25324","Timepoint 52",1.27772412546823
"1457","User #25324","Timepoint 53",1.25314974787213
"1458","User #25324","Timepoint 54",1.2129384529249
"1459","User #25324","Timepoint 55",1.27307015642797
"1460","User #25324","Timepoint 56",1.16971604450766
"1461","User #25324","Timepoint 57",1.86077340192338
"1462","User #25324","Timepoint 58",1.20622563579375
"1463","User #25324","Timepoint 59",1.1499337252596
"1464","User #25324","Timepoint 6",0
"1465","User #25324","Timepoint 60",1.26715245447201
"1466","User #25324","Timepoint 61",1.10379415953105
"1467","User #25324","Timepoint 62",1.03990396474219
"1468","User #25324","Timepoint 63",1.39669051953513
"1469","User #25324","Timepoint 64",1.18474603531965
"1470","User #25324","Timepoint 7",0
"1471","User #25324","Timepoint 8",0
"1472","User #25324","Timepoint 9",0
"1473","User #25325","Timepoint 1",0
"1474","User #25325","Timepoint 10",0
"1475","User #25325","Timepoint 11",0
"1476","User #25325","Timepoint 12",0
"1477","User #25325","Timepoint 13",0
"1478","User #25325","Timepoint 14",0
"1479","User #25325","Timepoint 15",0
"1480","User #25325","Timepoint 16",0
"1481","User #25325","Timepoint 17",1.48797652260729
"1482","User #25325","Timepoint 18",2.569538194966
"1483","User #25325","Timepoint 19",1.48423738966087
"1484","User #25325","Timepoint 2",0
"1485","User #25325","Timepoint 20",2.27759806827333
"1486","User #25325","Timepoint 21",1.7129072878921
"1487","User #25325","Timepoint 22",2.19998792988527
"1488","User #25325","Timepoint 23",2.56394489381835
"1489","User #25325","Timepoint 24",1.84774509814178
"1490","User #25325","Timepoint 25",2.33039793937402
"1491","User #25325","Timepoint 26",3.51668411026802
"1492","User #25325","Timepoint 27",2.85357061827518
"1493","User #25325","Timepoint 28",2.90002812638155
"1494","User #25325","Timepoint 29",2.42429810777269
"1495","User #25325","Timepoint 3",0
"1496","User #25325","Timepoint 30",1.75008187056225
"1497","User #25325","Timepoint 31",2.67493384734738
"1498","User #25325","Timepoint 32",2.06353558321008
"1499","User #25325","Timepoint 33",1.92768961917432
"1500","User #25325","Timepoint 34",2.0475516418576
"1501","User #25325","Timepoint 35",2.12946374206843
"1502","User #25325","Timepoint 36",1.88604309247951
"1503","User #25325","Timepoint 37",1.61089268445386
"1504","User #25325","Timepoint 38",1.79364831015013
"1505","User #25325","Timepoint 39",2.42962656621704
"1506","User #25325","Timepoint 4",0
"1507","User #25325","Timepoint 40",1.58489938711611
"1508","User #25325","Timepoint 41",1.80366123717907
"1509","User #25325","Timepoint 42",1.92169672566633
"1510","User #25325","Timepoint 43",1.67077543239443
"1511","User #25325","Timepoint 44",1.92385734621376
"1512","User #25325","Timepoint 45",1.43638171279115
"1513","User #25325","Timepoint 46",1.74303023097034
"1514","User #25325","Timepoint 47",2.08177652970776
"1515","User #25325","Timepoint 48",1.91160155464823
"1516","User #25325","Timepoint 49",1.65689427845293
"1517","User #25325","Timepoint 5",0
"1518","User #25325","Timepoint 50",1.65435519572102
"1519","User #25325","Timepoint 51",1.39709610697852
"1520","User #25325","Timepoint 52",1.73012527312908
"1521","User #25325","Timepoint 53",1.34774431127252
"1522","User #25325","Timepoint 54",1.81740333753136
"1523","User #25325","Timepoint 55",1.88669378783674
"1524","User #25325","Timepoint 56",1.74771134452974
"1525","User #25325","Timepoint 57",1.97872429940811
"1526","User #25325","Timepoint 58",2.62136055534493
"1527","User #25325","Timepoint 59",2.29135075143855
"1528","User #25325","Timepoint 6",0
"1529","User #25325","Timepoint 60",2.0820943970301
"1530","User #25325","Timepoint 61",1.29263970266392
"1531","User #25325","Timepoint 62",2.00817821691972
"1532","User #25325","Timepoint 63",1.77634691013218
"1533","User #25325","Timepoint 64",1.69742912075885
"1534","User #25325","Timepoint 7",0
"1535","User #25325","Timepoint 8",0
"1536","User #25325","Timepoint 9",0
"1537","User #25328","Timepoint 1",0
"1538","User #25328","Timepoint 10",0
"1539","User #25328","Timepoint 11",0
"1540","User #25328","Timepoint 12",0
"1541","User #25328","Timepoint 13",0
"1542","User #25328","Timepoint 14",0
"1543","User #25328","Timepoint 15",0
"1544","User #25328","Timepoint 16",0
"1545","User #25328","Timepoint 17",1.52539902982336
"1546","User #25328","Timepoint 18",1.74695189799479
"1547","User #25328","Timepoint 19",2.66713339945837
"1548","User #25328","Timepoint 2",0
"1549","User #25328","Timepoint 20",2.76125070097223
"1550","User #25328","Timepoint 21",1.83457881087959
"1551","User #25328","Timepoint 22",1.85493230094138
"1552","User #25328","Timepoint 23",2.64265467955296
"1553","User #25328","Timepoint 24",1.49798807966775
"1554","User #25328","Timepoint 25",1.50458389830141
"1555","User #25328","Timepoint 26",2.43747208594939
"1556","User #25328","Timepoint 27",1.57070830862593
"1557","User #25328","Timepoint 28",2.17250566982138
"1558","User #25328","Timepoint 29",1.78645956246518
"1559","User #25328","Timepoint 3",0
"1560","User #25328","Timepoint 30",1.69445242864488
"1561","User #25328","Timepoint 31",1.62068139467702
"1562","User #25328","Timepoint 32",2.01262986409215
"1563","User #25328","Timepoint 33",2.49083273649844
"1564","User #25328","Timepoint 34",2.10340623697526
"1565","User #25328","Timepoint 35",1.52271638361666
"1566","User #25328","Timepoint 36",1.9154865946935
"1567","User #25328","Timepoint 37",2.57180465866421
"1568","User #25328","Timepoint 38",2.35586400649221
"1569","User #25328","Timepoint 39",1.96312861351705
"1570","User #25328","Timepoint 4",0
"1571","User #25328","Timepoint 40",1.70998801238914
"1572","User #25328","Timepoint 41",1.6933064870392
"1573","User #25328","Timepoint 42",2.36757820800565
"1574","User #25328","Timepoint 43",1.42617459796688
"1575","User #25328","Timepoint 44",1.77749548045367
"1576","User #25328","Timepoint 45",1.80293022584891
"1577","User #25328","Timepoint 46",1.90009106349862
"1578","User #25328","Timepoint 47",1.87120741488887
"1579","User #25328","Timepoint 48",1.68077758140302
"1580","User #25328","Timepoint 49",1.95647595876576
"1581","User #25328","Timepoint 5",0
"1582","User #25328","Timepoint 50",3.03065990290323
"1583","User #25328","Timepoint 51",2.03484861233726
"1584","User #25328","Timepoint 52",2.86000210209529
"1585","User #25328","Timepoint 53",2.00691534735087
"1586","User #25328","Timepoint 54",1.82074742593875
"1587","User #25328","Timepoint 55",2.49023411839727
"1588","User #25328","Timepoint 56",2.16990205016524
"1589","User #25328","Timepoint 57",1.81135344162437
"1590","User #25328","Timepoint 58",2.3398867652744
"1591","User #25328","Timepoint 59",2.16710802377071
"1592","User #25328","Timepoint 6",0
"1593","User #25328","Timepoint 60",2.86103894728843
"1594","User #25328","Timepoint 61",2.9423418694743
"1595","User #25328","Timepoint 62",2.38073165124472
"1596","User #25328","Timepoint 63",1.83422120717741
"1597","User #25328","Timepoint 64",2.47499615935223
"1598","User #25328","Timepoint 7",0
"1599","User #25328","Timepoint 8",0
"1600","User #25328","Timepoint 9",0
"1601","User #25329","Timepoint 1",0
"1602","User #25329","Timepoint 10",0
"1603","User #25329","Timepoint 11",0
"1604","User #25329","Timepoint 12",0
"1605","User #25329","Timepoint 13",0
"1606","User #25329","Timepoint 14",0
"1607","User #25329","Timepoint 15",0
"1608","User #25329","Timepoint 16",0
"1609","User #25329","Timepoint 17",1.22770836781855
"1610","User #25329","Timepoint 18",1.56655806566912
"1611","User #25329","Timepoint 19",1.63598826141214
"1612","User #25329","Timepoint 2",0
"1613","User #25329","Timepoint 20",3.07554148804565
"1614","User #25329","Timepoint 21",1.4160512838283
"1615","User #25329","Timepoint 22",1.83615124541008
"1616","User #25329","Timepoint 23",1.71889354816896
"1617","User #25329","Timepoint 24",1.95747956764923
"1618","User #25329","Timepoint 25",1.4435905475682
"1619","User #25329","Timepoint 26",1.30924213799014
"1620","User #25329","Timepoint 27",1.29541902832858
"1621","User #25329","Timepoint 28",1.34293769950705
"1622","User #25329","Timepoint 29",1.13180353384355
"1623","User #25329","Timepoint 3",0
"1624","User #25329","Timepoint 30",1.60001539701843
"1625","User #25329","Timepoint 31",1.36658145248126
"1626","User #25329","Timepoint 32",1.9826298020601
"1627","User #25329","Timepoint 33",1.69465607376859
"1628","User #25329","Timepoint 34",3.35961187282944
"1629","User #25329","Timepoint 35",2.02373928533638
"1630","User #25329","Timepoint 36",1.62903076180498
"1631","User #25329","Timepoint 37",1.75729060559681
"1632","User #25329","Timepoint 38",1.73035338191451
"1633","User #25329","Timepoint 39",2.15347107715145
"1634","User #25329","Timepoint 4",0
"1635","User #25329","Timepoint 40",1.20808073898278
"1636","User #25329","Timepoint 41",1.4018971943355
"1637","User #25329","Timepoint 42",2.2500202673934
"1638","User #25329","Timepoint 43",1.9822120574295
"1639","User #25329","Timepoint 44",1.6074821965678
"1640","User #25329","Timepoint 45",1.39850927401523
"1641","User #25329","Timepoint 46",1.37850208145403
"1642","User #25329","Timepoint 47",1.37118585259552
"1643","User #25329","Timepoint 48",1.7472066084583
"1644","User #25329","Timepoint 49",2.20783281953826
"1645","User #25329","Timepoint 5",0
"1646","User #25329","Timepoint 50",2.69333984394626
"1647","User #25329","Timepoint 51",1.39958401531279
"1648","User #25329","Timepoint 52",1.83386868362653
"1649","User #25329","Timepoint 53",1.63495664937179
"1650","User #25329","Timepoint 54",1.88657090976874
"1651","User #25329","Timepoint 55",1.74027345395063
"1652","User #25329","Timepoint 56",1.53164284148717
"1653","User #25329","Timepoint 57",1.84872640175375
"1654","User #25329","Timepoint 58",1.42918789285931
"1655","User #25329","Timepoint 59",1.75235637530831
"1656","User #25329","Timepoint 6",0
"1657","User #25329","Timepoint 60",1.72042986259315
"1658","User #25329","Timepoint 61",1.28843389195133
"1659","User #25329","Timepoint 62",1.56392184099667
"1660","User #25329","Timepoint 63",2.58782495798209
"1661","User #25329","Timepoint 64",2.23492167007293
"1662","User #25329","Timepoint 7",0
"1663","User #25329","Timepoint 8",0
"1664","User #25329","Timepoint 9",0
"1665","User #25330","Timepoint 1",0
"1666","User #25330","Timepoint 10",0
"1667","User #25330","Timepoint 11",0
"1668","User #25330","Timepoint 12",0
"1669","User #25330","Timepoint 13",0
"1670","User #25330","Timepoint 14",0
"1671","User #25330","Timepoint 15",0
"1672","User #25330","Timepoint 16",0
"1673","User #25330","Timepoint 17",1.381402774823
"1674","User #25330","Timepoint 18",1.9057838917113
"1675","User #25330","Timepoint 19",1.57618766047047
"1676","User #25330","Timepoint 2",0
"1677","User #25330","Timepoint 20",1.50994709826396
"1678","User #25330","Timepoint 21",1.87185241375232
"1679","User #25330","Timepoint 22",1.45286497646572
"1680","User #25330","Timepoint 23",1.5361459328628
"1681","User #25330","Timepoint 24",2.00037763481692
"1682","User #25330","Timepoint 25",1.81405592035752
"1683","User #25330","Timepoint 26",1.48682747340584
"1684","User #25330","Timepoint 27",1.43591853136296
"1685","User #25330","Timepoint 28",2.05333410454715
"1686","User #25330","Timepoint 29",1.45661783563221
"1687","User #25330","Timepoint 3",0
"1688","User #25330","Timepoint 30",1.50144686093271
"1689","User #25330","Timepoint 31",1.57091134365462
"1690","User #25330","Timepoint 32",2.09037777480913
"1691","User #25330","Timepoint 33",1.52216786966578
"1692","User #25330","Timepoint 34",1.52491201552602
"1693","User #25330","Timepoint 35",1.72298490799287
"1694","User #25330","Timepoint 36",1.60119298881967
"1695","User #25330","Timepoint 37",1.75746907401824
"1696","User #25330","Timepoint 38",1.55709354160835
"1697","User #25330","Timepoint 39",1.48586527455002
"1698","User #25330","Timepoint 4",0
"1699","User #25330","Timepoint 40",1.2996544152572
"1700","User #25330","Timepoint 41",1.56945548220277
"1701","User #25330","Timepoint 42",1.47479452835832
"1702","User #25330","Timepoint 43",1.42504703062198
"1703","User #25330","Timepoint 44",1.39753891853707
"1704","User #25330","Timepoint 45",2.0290692370832
"1705","User #25330","Timepoint 46",2.57182771086151
"1706","User #25330","Timepoint 47",1.37875489960702
"1707","User #25330","Timepoint 48",1.78368076342059
"1708","User #25330","Timepoint 49",1.99492785817539
"1709","User #25330","Timepoint 5",0
"1710","User #25330","Timepoint 50",1.78787210303088
"1711","User #25330","Timepoint 51",1.71252762042544
"1712","User #25330","Timepoint 52",1.62886543227442
"1713","User #25330","Timepoint 53",1.54898209239994
"1714","User #25330","Timepoint 54",2.22766226117327
"1715","User #25330","Timepoint 55",2.32465882478906
"1716","User #25330","Timepoint 56",1.9003107157798
"1717","User #25330","Timepoint 57",1.56757541945896
"1718","User #25330","Timepoint 58",1.49690564081024
"1719","User #25330","Timepoint 59",1.54740374016511
"1720","User #25330","Timepoint 6",0
"1721","User #25330","Timepoint 60",1.59788096246398
"1722","User #25330","Timepoint 61",1.47644317604819
"1723","User #25330","Timepoint 62",1.49378185890719
"1724","User #25330","Timepoint 63",1.80805973605236
"1725","User #25330","Timepoint 64",1.83380498221782
"1726","User #25330","Timepoint 7",0
"1727","User #25330","Timepoint 8",0
"1728","User #25330","Timepoint 9",0
"1729","User #25331","Timepoint 1",0
"1730","User #25331","Timepoint 10",0
"1731","User #25331","Timepoint 11",0
"1732","User #25331","Timepoint 12",0
"1733","User #25331","Timepoint 13",0
"1734","User #25331","Timepoint 14",0
"1735","User #25331","Timepoint 15",0
"1736","User #25331","Timepoint 16",0
"1737","User #25331","Timepoint 17",1.34927617678693
"1738","User #25331","Timepoint 18",1.56057195702854
"1739","User #25331","Timepoint 19",1.44579242579398
"1740","User #25331","Timepoint 2",0
"1741","User #25331","Timepoint 20",1.61190190008288
"1742","User #25331","Timepoint 21",1.47161362829371
"1743","User #25331","Timepoint 22",1.44422578616486
"1744","User #25331","Timepoint 23",1.52175647236789
"1745","User #25331","Timepoint 24",1.60533255702277
"1746","User #25331","Timepoint 25",1.44408119119585
"1747","User #25331","Timepoint 26",1.47792828448777
"1748","User #25331","Timepoint 27",2.77351685794546
"1749","User #25331","Timepoint 28",1.95413883091881
"1750","User #25331","Timepoint 29",1.97881553101302
"1751","User #25331","Timepoint 3",0
"1752","User #25331","Timepoint 30",1.64994886285205
"1753","User #25331","Timepoint 31",2.15616978931236
"1754","User #25331","Timepoint 32",2.33480705261933
"1755","User #25331","Timepoint 33",1.43227803436157
"1756","User #25331","Timepoint 34",1.53077226688375
"1757","User #25331","Timepoint 35",1.5542097004521
"1758","User #25331","Timepoint 36",2.25137714510003
"1759","User #25331","Timepoint 37",1.53168618277133
"1760","User #25331","Timepoint 38",1.4547559002302
"1761","User #25331","Timepoint 39",2.4759306185435
"1762","User #25331","Timepoint 4",0
